
INFO   | wrapper  | 2017/02/07 17:47:19 |   Command[9] : -Dwrapper.version=3.5.30
INFO   | wrapper  | 2017/02/07 17:47:19 |   Command[10] : -Dwrapper.native_library=wrapper
INFO   | wrapper  | 2017/02/07 17:47:19 |   Command[11] : -Dwrapper.arch=x86
INFO   | wrapper  | 2017/02/07 17:47:19 |   Command[12] : -Dwrapper.cpu.timeout=10
INFO   | wrapper  | 2017/02/07 17:47:19 |   Command[13] : -Dwrapper.jvmid=2
INFO   | wrapper  | 2017/02/07 17:47:19 |   Command[14] : com.mgarcia.NetworkShield
ERROR  | wrapper  | 2017/02/07 17:47:19 | JVM exited while loading the application.
ERROR  | wrapper  | 2017/02/07 17:47:19 | Unable to start JVM: No such file or directory (2)
ADVICE | wrapper  | 2017/02/07 17:47:19 | 
ADVICE | wrapper  | 2017/02/07 17:47:19 | ------------------------------------------------------------------------
ADVICE | wrapper  | 2017/02/07 17:47:19 | Advice:
ADVICE | wrapper  | 2017/02/07 17:47:19 | Usually when the Wrapper fails to start the JVM process, it is because
ADVICE | wrapper  | 2017/02/07 17:47:19 | of a problem with the value of the configured Java command.  Currently:
ADVICE | wrapper  | 2017/02/07 17:47:19 | wrapper.java.command=java -jar
ADVICE | wrapper  | 2017/02/07 17:47:19 | Please make sure that the PATH or any other referenced environment
ADVICE | wrapper  | 2017/02/07 17:47:19 | variables are correctly defined for the current environment.
ADVICE | wrapper  | 2017/02/07 17:47:19 | ------------------------------------------------------------------------
ADVICE | wrapper  | 2017/02/07 17:47:19 | 
WARN   | wrapper  | 2017/02/07 17:47:24 | The configured wrapper.java.command could not be found, attempting to launch anyway: java -jar
STATUS | wrapper  | 2017/02/07 17:47:24 | Launching a JVM...
INFO   | wrapper  | 2017/02/07 17:47:24 | Java Command Line:
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[0] : java -jar
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[1] : -Djava.library.path=../lib
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[2] : -classpath
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[3] : ../lib/wrapper.jar:../lib/classes
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[4] : -Dwrapper.key=PJAjaDSB4kJW-sYc
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[5] : -Dwrapper.port=32000
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[6] : -Dwrapper.jvm.port.min=31000
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[7] : -Dwrapper.jvm.port.max=31999
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[8] : -Dwrapper.pid=23298
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[9] : -Dwrapper.version=3.5.30
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[10] : -Dwrapper.native_library=wrapper
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[11] : -Dwrapper.arch=x86
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[12] : -Dwrapper.cpu.timeout=10
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[13] : -Dwrapper.jvmid=3
INFO   | wrapper  | 2017/02/07 17:47:24 |   Command[14] : com.mgarcia.NetworkShield
ERROR  | wrapper  | 2017/02/07 17:47:24 | JVM exited while loading the application.
ERROR  | wrapper  | 2017/02/07 17:47:24 | Unable to start JVM: No such file or directory (2)
ADVICE | wrapper  | 2017/02/07 17:47:24 | 
ADVICE | wrapper  | 2017/02/07 17:47:24 | ------------------------------------------------------------------------
ADVICE | wrapper  | 2017/02/07 17:47:24 | Advice:
ADVICE | wrapper  | 2017/02/07 17:47:24 | Usually when the Wrapper fails to start the JVM process, it is because
ADVICE | wrapper  | 2017/02/07 17:47:24 | of a problem with the value of the configured Java command.  Currently:
ADVICE | wrapper  | 2017/02/07 17:47:24 | wrapper.java.command=java -jar
ADVICE | wrapper  | 2017/02/07 17:47:24 | Please make sure that the PATH or any other referenced environment
ADVICE | wrapper  | 2017/02/07 17:47:24 | variables are correctly defined for the current environment.
ADVICE | wrapper  | 2017/02/07 17:47:24 | ------------------------------------------------------------------------
ADVICE | wrapper  | 2017/02/07 17:47:24 | 
WARN   | wrapper  | 2017/02/07 17:47:28 | The configured wrapper.java.command could not be found, attempting to launch anyway: java -jar
STATUS | wrapper  | 2017/02/07 17:47:28 | Launching a JVM...
INFO   | wrapper  | 2017/02/07 17:47:28 | Java Command Line:
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[0] : java -jar
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[1] : -Djava.library.path=../lib
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[2] : -classpath
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[3] : ../lib/wrapper.jar:../lib/classes
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[4] : -Dwrapper.key=6kAtr9ftyjv_2bxS
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[5] : -Dwrapper.port=32000
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[6] : -Dwrapper.jvm.port.min=31000
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[7] : -Dwrapper.jvm.port.max=31999
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[8] : -Dwrapper.pid=23298
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[9] : -Dwrapper.version=3.5.30
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[10] : -Dwrapper.native_library=wrapper
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[11] : -Dwrapper.arch=x86
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[12] : -Dwrapper.cpu.timeout=10
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[13] : -Dwrapper.jvmid=4
INFO   | wrapper  | 2017/02/07 17:47:28 |   Command[14] : com.mgarcia.NetworkShield
ERROR  | wrapper  | 2017/02/07 17:47:28 | JVM exited while loading the application.
ERROR  | wrapper  | 2017/02/07 17:47:28 | Unable to start JVM: No such file or directory (2)
ADVICE | wrapper  | 2017/02/07 17:47:28 | 
ADVICE | wrapper  | 2017/02/07 17:47:28 | ------------------------------------------------------------------------
ADVICE | wrapper  | 2017/02/07 17:47:28 | Advice:
ADVICE | wrapper  | 2017/02/07 17:47:28 | Usually when the Wrapper fails to start the JVM process, it is because
ADVICE | wrapper  | 2017/02/07 17:47:28 | of a problem with the value of the configured Java command.  Currently:
ADVICE | wrapper  | 2017/02/07 17:47:28 | wrapper.java.command=java -jar
ADVICE | wrapper  | 2017/02/07 17:47:28 | Please make sure that the PATH or any other referenced environment
ADVICE | wrapper  | 2017/02/07 17:47:28 | variables are correctly defined for the current environment.
ADVICE | wrapper  | 2017/02/07 17:47:28 | ------------------------------------------------------------------------
ADVICE | wrapper  | 2017/02/07 17:47:28 | 
WARN   | wrapper  | 2017/02/07 17:47:33 | The configured wrapper.java.command could not be found, attempting to launch anyway: java -jar
STATUS | wrapper  | 2017/02/07 17:47:33 | Launching a JVM...
INFO   | wrapper  | 2017/02/07 17:47:33 | Java Command Line:
INFO   | wrapper  | 2017/02/07 17:47:33 |   Command[0] : java -jar
INFO   | wrapper  | 2017/02/07 17:47:33 |   Command[1] : -Djava.library.path=../lib
INFO   | wrapper  | 2017/02/07 17:47:33 |   Command[2] : -classpath
